时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-03-08,傅利叶智能,智能硬件,C+轮,数千万人民币,临港科创投,155000,智能硬件、机器人、机器人,傅利叶智能是一家康复机器人研发商，集成了多种传感器、电机、高速数据采集芯片等，可以精确模拟出实际生活中的力学场景，为肢体功能障碍患者体用多样的目标导向性训练，刺激大脑功能重组，进而恢复肢体功能。,顾捷 CEO 顾捷，上海璟和技创机器人有限公司创始人及CEO，Flexbot创始人。 徐振华(已离职) 原CTO 毕业于上海交通大学，有十多年的机器人从业经验与研发积累，分别在知名外企FANUC机器人公司与GM泛亚汽车研发中心担任高级研发工程师。同时拥有两次创业背景，分别于2012至2015年成为璟和技创机器人联合创始人兼CTO，分别参与研发了Flexbot多体位康复机器人与OS多体位康复机器人，2016年至2018年成为傅利叶智能联合创始人兼CTO，分别研发了M2上肢力反馈机器人与X1下肢外骨骼康复机器人，所研发的产品获得多项发明专利与国际大奖，并成功在市场应用与推广。 
2021-03-08,汤恩智能,智能硬件,天使轮,千万级人民币,"创想未来资本, 北斗星投资",10000,智能硬件、机器人、机器人,汤恩智能是一家全场景商用清洁机器人研发商，通过自研传感器技术，优化不同传感器之间的同步性、协同性，从底层提高机器人性能。,崔彧玮 创始人 崔彧玮，汤恩智能创始人、CEO，拥有深厚学术和创业背景，毕业于中科大少年班，是美国马里兰大学计算神经学博士；2017年，以联合创始人的身份加入了一个家用扫地机器人创业团队，并将自主研发的视觉导航技术应用于家用扫地机。 
2021-03-05,博信机器人,智能硬件,A轮,数千万人民币,"梅花创投, 南通创投",15000,智能硬件、机器人、机器人,博信机器人是一家工业机器人研发与技术应用商，致力于工业机器人领域的研发与应用，主要产品有大型桁架机器人、码垛机器人、Delta机器人、以及生产流水线的整体设计开发，特别擅长物料包装搬运、机床上下料、码垛拆垛等工作需求。,吴跃新 CEO 吴跃新，上海博信机器人科技有限公司CEO 
2021-03-03,扩博智能Clobotics,企业服务,Pre-B轮,2亿人民币,"三峡鑫泰（领投）, 金浦投资, 中华开发, 紫竹小苗基金, CDIB Partners",200000,企业服务、前沿技术、机器人,扩博智能为客户提供端到端解决方案，将计算机视觉，人工智能/机器学习和数据分析软件与不同的硬件外形相结合，包括自主无人机，移动应用程序和其他物联网设备。解决方案通过使用实时的，数据驱动的见解和分析，帮助公司自动化耗时且通常危险的操作流程，提高效率并改善业务绩效。目前正在为零售和风力发电行业的企业客户提供服务。,李炤 CEO 李炤，上海扩博智能技术创始人、CEO。 严治庆 创始人兼CEO 曾担任微软大中华区副总裁兼市场营销及运营总经理。在微软主要负责微软公司全部产品在大中华地区的推广、市场营销等战略的制定与执行，以及公司整体业务的运营管理，带领团队实现全年两位数的销售业绩增长。拥有哥伦比亚大学的金融工程硕士。 柯严 联合创始人兼CTO 曾担任微软必应搜索研发团队负责人。博士，是数据挖掘、机器学习、计算机视觉和分布式系统领域的专家。在微软公司美国总部拥有8年的职业经历，工作成果协助必应将全球市场份额从8%增加到21%。拥有美国卡内基梅隆大学计算机科学学士学位、电子及计算机工程硕士学位和计算机科学博士学位。他曾获得英特尔的研究学者奖金，美国自然科学基金会的IGERT奖金，微软技术领袖奖和金星奖，曾在以及学术期刊和会议上发表了18篇论文，并持有7项美国专利。 陈丽苹 联合创始人兼首席运营官 曾任微软云和企业事业部担任商业运营总监。在微软公司任职十年，并负责Microsoft Azure和Office 365云服务落地中国的整体运营规划和实施，全面管理中国地区运营合作伙伴，统筹公有云业务在中国的业务和绩效，为微软公司的云业务在中国的落地和发展做出了主要贡献。拥有上海外国语大学经贸学院的国际会计学士学位。 展开全部 
2021-03-02,蓝芯科技,先进制造,A轮,数千万人民币,"蓝驰创投（领投）, 维思资本",15000,先进制造、智能装备、机器人,蓝芯科技以「 深度视觉」LX-MRDVS赋能移动机器人，为制造业客户提供安全、可靠、智能的柔性物流解决方案，是移动机器人领域自研MRDVS并实现批量应用的企业。现有产品包括AMR3D视觉传感器(含智能算法)、智能搬运机器人、SMT上下料机器人、印刷机/涂布机上下料机器人、复合机器人、无人叉车等。,高勇 CEO 高勇，杭州蓝芯科技有限公司CEO兼总经理 
2021-03-01,Gitai,智能硬件,战略投资,1710万美元,"DcI Venture Growth Fund, Dai-ichiLifeInsurance, SPARX Innovation for the Future, EP-GB",55575,智能硬件、机器人、机器人,Gitai是一家机器人初创公司，致力于开发遥控机器人以取代宇航员在商业空间站中的运作。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-01,楚山创新,智能硬件,A轮,数千万人民币,梅花新势能,15000,智能硬件、智能家居、机器人,楚山创新是一家中高功率无线充电技术解决方案提供商，致力于为各类行业机器人和两轮电动车提供充电产品。提供的基于WPC框架的磁共振无线充电方案，能够在半只手机大小的尺寸上，实现百瓦级功率、不低于80%端到端效率和至少3厘米的传输距离，并且辐射极低。,郝鹏 CEO 郝鹏，上海楚山电子科技有限公司的创始人、CEO。2010年，郝鹏获得墨尔本大学博士学位，曾担任上海船舶设备研究所辽宁号航母研发人员、前江苏科技大学教授，先后在澳大利亚皇家理工大学、哈佛大学和剑桥大学做高级访问学者。目前，他也是WPC中高功率国际标准组主席。 符鹏飞 软件合伙人 符鹏飞，楚山电子软件合伙人。近二十五年行业老兵。东南大学学士和上海大学硕士。前中兴6Sigma黑带。 杨礼锦 硬件合伙人 杨礼锦，楚山电子硬件合伙人。二十年资深产品硬件研发，近三十个电子产品开发和量产经验。上海理工大学学士。 贾启梦 联合创始人 贾启梦，楚山电子电磁兼容技术合伙人。法国本硕连读，近八年电磁学实战经验。 蔡建刚 销售合伙人 蔡建刚，楚山电子销售合伙人。二十多年产品现场工程师和销售经验，其中十二年上海西门子资深销售。 展开全部 
2021-03-01,赫特智慧,智能硬件,Pre-A轮,数千万人民币,前海母基金（领投）,10000,智能硬件、机器人、机器人,赫特智慧是一家智能清洁机器人研发生产商，专注于向C端家庭用户提供便捷智能的立面清洁产品，主要产品为智能擦窗机器人。公司致力于研究家庭环境立面清洁需求，力求用高品质产品为全球消费者提供优秀的智能清洁服务。,宋宏超 创始人 连续创业者，此前曾是福玛特的联合创始人。 
2021-02-27,蔷薇鸿鹄,智能硬件,天使轮,数百万人民币,,1500,智能硬件、机器人、机器人,锵玫科技是一家人工智能机器人研发商，以人工智能技术研发和应用开发为核心业务。锵玫科技拥有机器人底盘控制技术和目标识别追踪算法两项核心技术，申请近50件发明实用专利和软件著作集权，获得ISO9001认证体系，是一家集人工智能，大数据、物联网、云计算和5G技术为一体的场景自动化解决方案服务商。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-02-26,踏歌智行,汽车交通,战略投资,近亿人民币,宝通科技（领投）,180000,汽车交通、自动/无人驾驶、机器人,踏歌智行是是一家矿山无人驾驶方案服务提供商与矿山无人驾驶运输运营商，专注于矿用车无人驾驶技术研究、产品开发和无人矿山整体工程化解决方案设计及实施的高新技术企业。推出了车-地-云协同的智慧矿山无人运输系统，实现了由云端智能调度管理、4G/5G车联网通信、智能路侧单元和车载智能终端组成的一整套矿山运输无人驾驶解决方案。该方案通用性强，可适配大型矿用自卸车和宽体自卸车两大矿用卡车品类，兼容多品牌多车型，同时支持无人驾驶新车型生产适配和在用车无人化升级改造。,余贵珍 创始人 余贵珍，踏歌智行创始人、CEO，北京航空航天大学交通运输系系主任。1974年11月25日生，博士，教授，博士生导师。 
2021-02-25,知象光电,智能硬件,A+轮,数千万人民币,开源证券,15000,智能硬件、消费电子、机器人,知象光电是一家专注于研发和生产高精度结构光3D相机及视觉系统方案的硬科技公司，研发结构光3D成像模组核心硬件技术和3D人工智能算法，打造高精度3D成像国际品牌。自研高精度3D深度相机技术，拥有自主研发的微结构光投射技术、成像算法芯片、模组和整机，可微型化集成在手机、电脑、机器人等产品中，公司依靠自有技术，积累海量3D人脸模型库，3D人工智能算法、3D人脸识别等产品与解决方案，融入到消费电子、高级别安防、支付等前沿领域。,周翔 CEO 周翔，西安知象光电科技有限公司CEO 
2021-02-24,策立工程,传统制造,B轮,未透露,"经纬创投, 祥峰投资Vertex",15000,传统制造、环保、机器人,上海策立工程是一家专业从事工业炉窑热工设备的设计、制造与智能化燃烧系统集成的专业化公司，长期致力于工业炉窑环保技术以及智能化燃烧系统的研发和工程应用，通过多年的实践开发应用了一系列核心技术和装备，已成功应用于冶金、有色、建材、电力等领域。,薛峰 总经理 薛峰，上海策立工程技术有限公司创始人、总经理。 
2021-02-22,洛微科技,先进制造,A轮,5000万人民币,"轻舟资本（领投）, 财通资本, 华盖资本, 布谷天阙",25000,先进制造、传感设备、机器人,洛微科技是一家专注于研究3D传感器和相应的硬件 - 软件平台支持的公司。该公司通过机器学习和人工智能技术，致力于芯片级集成光子和电子集成电路的研发和生产。,邹玉珠 CEO 邹玉珠，杭州洛微科技有限公司CEO 
2021-02-19,AdmitHub,智能硬件,B轮,1600万美元,"Rethink Education（领投）, ECMC, Kresge Foundation",52000,智能硬件、机器人、机器人,AdmitHub是美国一家大学指导聊天机器人研发商，目前已经开发的Oli是一个将人工智能与专家组合在一起的聊天室，为所有学生提供免费的大学指导。目前Oli能通过短信和Messenger回答一些简单的问题，包括助学贷款和奖学金的发放、入学考试等内容。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-02-19,Locus Robotics,智能硬件,E轮,1.5亿美元,"Tiger Global老虎海外（领投）, Bond（领投）, Scale Venture Partners, 普洛斯GLP",650000,智能硬件、机器人、机器人,Locus Robotics是一家仓库机器人研发商，专注于开发用于物流仓库的活动机器人和软件，采用“机器人即服务”的订购经营模式，帮助零售商、电商网站和第三方物流公司使用机器人来解决物流需求。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-02-18,科捷机器人,智能硬件,战略投资,2100万人民币,森麒麟,10500,智能硬件、机器人、机器人,科捷机器人一直坚持“以机器人助推中国智造”为使命，长期致力于工业机器人、自动化物流设备及以智能装备为核心的工业4.0解决方案的研发、制造、销售。,陶喜冰 董事长 陶喜冰，科立捷CEO。 
2021-02-18,企保科技,金融,B轮,未透露,RGAx,97500,金融、保险、Fintech金融科技,企保科技是领先的人工智能公司，专长于深度学习和自然语言处理（NLP），专注于提供各类机械人解决方案。企保研发的智能机械人Aimi具有自主学习和自主进化能力，可准确识别客户意图和回馈答案，满足客户服务、销售、营销等多种场景的服务需求，帮助商业用户降低成本和提升效率。,"庞文君 CEO 庞文君，企保科技创始人、CEO。在创立企保科技之前曾先后在香港就任于世界三大经纪公司AON和Willis并担任亚洲区联席总监，对中国、亚洲，乃至伦敦的保险市场都有丰富的经验。2016年中，选择放弃香港保险经纪公司高管职位，从香港来到深圳，以互联网的视角精确切入传统的保险行业，创办了企保科技。 Amiory的职业生涯中，亦曾在香港健康生活台、星尚卫视等电视台担任时事节目《今日》《乐活好正点》等的主持人、特约记者；连续多年采访香港金像奖等活动，在媒体方面有丰富的经验。

Amiory获香港政府颁发的全额奖学金于香港中文大学完成硕士学位，在学期间主要从事分形体的进化算法研究（人工智能学分支），研究成果发表于科学索引期刊SCI并受邀于美国讲学。在企保科技的模型研究中，以丰富的技术背景完成企保平台的原型设计，成为第一个同时兼顾保险和技术开发两种背景于一身的互联网保险创始人。 "
2021-02-11,科凯达,智能硬件,战略投资,未透露,深创投,50000,智能硬件、机器人、机器人,科凯达是一家架空高压输电线路巡检机器人研发商，并且提供相关数据处理、故障诊断识别、故障排除工作、在输变电系统故障诊断以及故障排除智能化解决方案。其他产品还有异物清除机器人和地面基站等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-02-09,地平线,先进制造,C+轮,3.5亿美元,"中金资本, 众为资本, 比亚迪, 长城汽车, 长江汽车, 舜宇光学, 国投招商, 东风资产",3250000,先进制造、集成电路、机器人,地平线是一家人工智能解决方案提供商，专注于制作基于人工智能算法的芯片、系统和软硬件产品，让家居、汽车、玩具和服务机器人等，具有从感知、交互、理解到决策的智能功能。,余凯 CEO 余凯，地平线机器人科技创始人、CEO，红西瓜半导体联合创始人。曾担任百度深度学习研究院IDL常务副院长。曾在慕尼黑大学求学，在斯坦福大学执教过《人工智能绪论》，机器学习领域的国际著名学者。早年曾在微软、西门子工作过。 杨铭 联合创始人 杨铭，地平线机器人科技联合创始人，博士，是Facebook人工智能实验室的创始成员之一。 陶斐雯 COO 陶斐雯，地平线机器人联合创始人、COO。美国西北大学营销学硕士，南京大学经济学学士，本科期间在宾夕法尼亚大学沃顿商学院交换学习。先后就职于Google硅谷总部销售团队，百度美国研发中心，拥有丰富的国际著名互联网公司的管理经验，对中美互联网领域具备深入的战略思考能力和分析能力，对竞争格局和商业模式具有广阔视角和敏锐洞察。 方懿 硬件副总裁 方懿，地平线机器人联合创始人、硬件副总裁。硬件产品专家，资深移动通讯领导者。前诺基亚智能手机大中华区研发副总裁。毕业于电子科技大学电子工程系和新加坡国立大学电子工程系。拥有19年产品研发及管理工作经验。服务于诺基亚13年，历任硬件工程师，部门经理，产品项目经理，最终成为诺基亚智能手机大中华区研发副总裁。领导诺基亚智能手机中国研发团队，下属北京和台北两个研发中心，全权负责研发面向全球市场及为中国定制的 Lumia 系列产品，从 roadmap 定义、概念研究、产品开发到量产维护的全部流程。拥有建立多元文化的团队，领导战略转型，定义新的开发流程，以及建立有创造力的挑战者团队文化等方面的经验，并取得卓越成绩。作为一个公认的硬件产品研发领导者，带领团队设计，研发，和推出诺基亚历史上最成功的智能手机 Lumia 520，一共2600万台出货量，年度贡献20亿美金的销售额，并获得2014年世界移动大会大奖。 黄畅 算法副总裁 黄畅，地平线机器人联合创始人、算法副总裁。本科、硕士以及博士毕业于清华大学计算机科学与技术系，曾经在美国南加州大学和 NEC 美国研究院担任研究员。2012年加入百度美国研发中心，2013年参与组建百度深度学习研究院( IDL )，任高级科学家、主任研发架构师。长期从事计算机视觉、机器学习、模式识别和信息检索方面的研究，作为相关学术界和工业界的知名专家，发表的论文被引用3350次，拥有多项国际专利。开发的人脸检测技术，创造了世界上首次计算机视觉技术被大规模应用的成功范例，占领80%数码相机市场，并且被苹果 iPhoto 等诸多图像管理软件所采用。带领百度 IDL 图像技术团队负责公司内各种图像核心技术的研发，推出了全网人脸图像搜索、PK 大咖、全网相似图像搜索、自然场景文字识别、百度移动图像搜索、图片凤巢等重要产品。 徐伟 AI首席科学家 徐伟拥有清华大学学士学位，卡内基梅隆大学硕士学位，加入百度前曾在NEC实验室和Facebook担任研究员。在百度期间担任深度学习实验室杰出科学家，深度学习技术及应用国家工程实验室首席科学家。在百度内部，徐伟是唯一获 “杰出科学家”荣誉称号的人。负责百度深度学习平台PaddlePaddle的开发以及通用人工智能的研究，所开发的平台被广泛用于百度的搜索、广告等多个产品并带来重大收益。徐伟所带领的研究团队是世界上最先把计算机视觉和自然语言处理统一到一个深度学习模型的团队之一。 余轶男 智能驾驶研发总监 余轶男，原百度IDL科学家，现为地平线机器人技术、智能驾驶研发总监。 陈黎明 总裁 陈黎明，地平线公司总裁。原博世底盘控制系统中国区总裁。陈黎明博世于1995年加入博世集团，曾任技术专家，研发高级经理、总监和副总裁，他领导创建的博世底盘控制系统研发中心是博世公司在中国最大的研发中心。2012年担任博世集团高级副总裁，博世底盘控制系统事业部中国区总裁，全面负责推进底盘控制系统事业部各项在华事务。 展开全部 
2021-02-08,小马智行Pony.ai,汽车交通,C+轮,1亿美元,"中信产业基金CPE源峰基金, 文莱主权财富基金文莱投资局",3640000,汽车交通、自动/无人驾驶、机器人,小马智行科技是一家自动驾驶解决方案提供商。致力于为机器人创建人工智能，主要产品为Pony.ai，是基于雷达、光学雷达、GPS及电脑视觉等技术感测其环境，达到自动驾驶目的。,彭军 联合创始人兼首席执行官 小马智行，联合创始人兼首席执行官。作为自动驾驶行业的领导者，彭军博士秉承“以事聚人，因人成事”的思想汇集最优秀的人、解决最难的事，以实现未来出行方式的彻底革新。在彭博士的带领下，小马智行已迅速成长为行业领导者之一。创立小马智行之前，彭博士曾担任百度自动驾驶部门首席架构师，负责百度自动驾驶的整体战略规划与技术发展。他拥有斯坦福大学博士学位以及清华大学学士学位。 楼天城 联合创始人兼首席技术官 楼天城，联合创始人兼首席技术官，是全球闻名的计算机编程大牛，以比赛 ID “ACRush” 为计算机编程界所知。他连续11年蝉联TopCoder中国区冠军，并且两次获得谷歌全球编程挑战赛冠军。楼博士投身于自动驾驶领域，坚信技术将为人们创造更安全更高效的出行未来。创立小马智行之前，楼博士是百度历史上最年轻的T10工程师。他的职业生涯开始于谷歌，曾在Google X（Waymo）从事无人车技术开发。他拥有清华大学博士及学士学位。 李衡宇 副总裁 李衡宇，小马智行副总裁，之前就职于百度。 
2021-02-08,镁伽机器人,智能硬件,B+轮,3000万美元,"经纬中国（领投）, 创新工场, 愉悦资本",195000,智能硬件、机器人、机器人,镁伽机器人megarobo专注于协作机器人及其配套人工智能技术的研发，为生命科学、智慧零售及轻量级制造领域提供灵活实用的自动化解决方案。自主研发抛弃控制箱、示教器的智能协作机器人，凭借其安全、易用、易集成的优势，已在生物医疗、生命科学实验室自动化、轻量级工业制造以及无人零售领域得到广泛应用和认可。,黄瑜清 CEO 黄瑜清，镁伽创始人兼CEO。8年电子测量行业产品全生命周期管理经验，曾担任北京普源精电产品线经理。 张琰 CPO 8年自动化设备、生命科学分析设备研发、设计经验，曾工作于普源精电科技有限公司，曾负责和领导国家重大科学仪器专项 乔志新 CMO 16年电信、电子测量行业技术研发、项目管理、产品管理、营销管理经验，曾工作于普源精电科技有限公司。 
2021-02-05,Trifo,智能硬件,战略投资,数百万美元,Amazon亚马逊,9750,智能硬件、机器人、机器人,Trifo是一家全栈AI家用机器人公司。Trifo专注于室内家庭环境，一直致力于开发具有感知，感知和决策功能的端到端集成硬件/软件系统，开拓出基于视觉的适合欧美市场的智能扫地机器人产品线、基于视觉的适合国内外市场的智能洗地机器人产品线，以及深入细分场景和商业模式的Trifo Home+陪伴服务机器人产品线，以此逐步打造AI家庭机器人生态。,张哲 CEO 张哲，Ttrifo创始人兼CEO。毕业于清华大学自动化系，博士毕业于纽约州立大学，曾为微软秘密机器人产品领队及算法工程师。张哲曾领导微软家庭机器人的室内定位和高精建图算法开发及产品落地，曾领导Magic Leap的AR眼镜SLAM算法开发和产品落地，具备丰富的智能机器人和消费硬件的产品化经验，以及敏锐的技术落地市场形成销售的商业感知。 
2021-02-05,Rossum Robot,智能硬件,A轮,数千万人民币,"沸点资本（领投）, 雅惠精准医疗基金",15000,智能硬件、机器人、机器人,Rossum Robot专注于医疗机器人前沿技术原始创新，以原创医疗机器人技术赋能医疗机构，成为顶尖的医疗机器人技术供应商。公司成立以来，始终致力于打造具有骨折复位功能的新一代骨科手术机器人系统，在全球率先实现了术中实时3D导航、辅助骨折复位操作、自动手术规划等先进技术，完成从骨折闭合复位到微创固定全手术全流程的智能化手术操作，满足临床治疗的迫切需求。,王豫 创始人 王豫，Rossum Robot创始人 
2021-02-04,普莱信智能,先进制造,B轮,1亿人民币,"元禾控股（领投）, 云启资本, 光速中国, 复朴投资",50000,先进制造、集成电路、机器人,普莱信智能是一家半导体及自动化设备制造商，旗下有DA401系列、光通信设备系列、封装测试系列产品，包括DA801高速直驱固晶机设备、十轴高速绕线机、晶圆切割、高端总线型运动控制器等。,田兴银 创始人 田兴银，华中科技大学机电专业硕士，长江商学院MBA，北大光华EMBA； 深圳市投壶网路科技资产管理有限公司首席战略官； 曾任清科集团副总裁，达晨创投西南分公司总经理等职务； 在华为，展讯通信从事多年的技术和管理工作，在TMT、高端装备和新能源产业有丰富的投资经验和成功案例。 
2021-02-04,若贝特,智能硬件,A+轮,数千万人民币,"珠海高新创投（领投）, 广东清合",15000,智能硬件、机器人、机器人,若贝特作为并联机器人制造商，若贝特的产品和服务涉及工业机器人研发制造、产线整体自动化设计开发等诸多领域。其主打产品DELTA系列并联机器人广泛应用于食品、药品、3C电子、日化、五金、新能源等行业的分拣、搬运、包装、涂胶、码垛等环节。若贝特拥有实力雄厚的研发团队及行业专家，为客户提供高质量的自动化整体解决方案和配套服务，公司致力于成为领先的高精度工业机器人制造商。,孟强 CEO兼总经理 孟强，为北京若贝特智能机器人科技有限公司创始人，清华大学自动化博士，曾任工信部协调中心项目经理。 张振涛 CTO 哈尔滨工业大学硕士，有8年航天总体单位结构机构研发经验，为高级工程师、主仸设计师；PMP资格证书、质量体系内审员 ；拥有多项国防发明与利，编制多仹行业标准 ； 擅长结构、机构产品设计，大型复杂项目研发及试验设计。 魏琦 CMO 拥有6年外企销售主管经验， 所负责领域连续3 年超过公司总销售额的一半(>20亿)；擅长团队建设，市场调研及销售渠道建立； 3年机加工行业创业经验，熟悉从原材料 采购、 生产加工，质量检测到最终销售的所有流程。 
2021-02-01,迈步机器人,智能硬件,A+轮,数千万人民币,"四环医药（领投）, 联想创投, 星辰基金（领投）, 浙江德宁",15000,智能硬件、机器人、机器人,迈步机器人是一家由海归博士团队和资深机器人行业从业者创立的医疗康复机器人科技公司。公司专注于打造智能康复体系，通过机器人、物联网、大数据等技术提升康复医疗的效率和效果。公司围绕其核心技术——基于柔性驱动器的机器人交互技术，研发了包括下肢康复外骨骼机器人在内的数款医疗康复机器人产品。迈步机器人团队在康复机器人领域拥有世界顶尖的技术水平，拥有数十项发明专利，具有强大的研发能力和创新理念。,胡峰 COO 曾在国内某服务机器人公司担任南方区域经理。 陈功 CEO 毕业于上海交通大学机械工程及自动化系，后来在新加坡国立大学生物医学工程读的博士，博士的课题就是康复外骨骼机器人，以及柔性驱动器人机交互方面，后来还做过一段时间的博士后，博士后研究的课题是脑控康复机器人等 
2021-01-31,Caira Surgical,智能硬件,战略投资,1亿欧元,,390000,智能硬件、机器人、机器人,Caira Surgical是一家美国手术机器人研发商，专注于外科手术领域，开发了关节置换手术雷达跟踪系统软件，提高骨科手术的安全性和可靠性。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-28,Starship,物流,B轮,1700万美元,"TDK, Goodyear Ventures",55250,物流、物流装备、机器人,Starship是一家英国智能配送机器人制造商，专注于为消费者提供食品、生鲜杂货以及快递的配送服务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-28,Preemadonna,智能硬件,种子轮,560万美元,"Halogen Ventures（领投）, Version One Ventures, SOSV, Garage Capital, Draper Associates, Shrug Capital, Robert Bosch Venture Capital（博世海外）, Amazon Alexa, Two Small Fish, Telescopic Ventures, Cleo Capital, Flend, Helen Greiner, Charles Huang",18200,智能硬件、机器人、机器人,Preemadonna是一家美国美甲机器人研发商，致力于制造美甲机器人和智能美甲产品系列。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-28,劢微机器人,物流,A轮,数千万人民币,"梅花创投（领投）, Plug and Play",15000,物流、物流装备、机器人,劢微机器人是场内智能物流解决方案提供商。以无人叉车/AMR为硬件载体，通过机器视觉及完整上层系统赋能，为客户提供完整的智能制造及智慧仓储解决方案。硬件产品包括：各类无人叉车及AMR；软件系统包括：WMS、WCS、现场管理系统及多种视觉解决方案。,陈文成 创始人&CEO 陈文成，劢微机器人创始人&CEO。  
2021-01-27,智蕙林医疗,智能硬件,B轮,1.2亿人民币,"无锡国联创投, 中开院, 骏丞实业",60000,智能硬件、机器人、机器人,智蕙林医疗（原木木机器人）专注智慧医疗。创始团队多来自华为，拥有美国AI基础技术，是国际人工智能标准专家成员、国际机器人标准专家组成员。目前原创核心知识产权已超过350项，在室内定位导航、机器人运动动力学、语音交互、计算机视觉等领域上有多年的技术积累。智蕙林医疗提供的智慧护理整体解决方案，可以提升医院30%护理力！包括智慧护理大屏、诺亚医院物流机器人、生命物联系统等，均为国家人工智能标准化总体组疫情防控推荐产品。,蒋化冰 CEO  蒋化冰是上海木爷机器人的执行董事  
2021-01-27,思灵机器人,智能硬件,B轮,1.3亿美元,"交银国际, 新希望集团, 高瓴创投, 红杉资本中国, 线性资本, 招银电信基金",422500,智能硬件、机器人、机器人,思灵机器人是一家智能机器人系统研发及应用服务商，致力于智能机器人系统的研发及应用，核心产品包括7自由度轻量化机械臂、通用机器人控制器、机器人视觉系统等。该公司综合利用力控机器人技术、机器视觉、运动规划、自适应抓取、人机协作、模仿学习与增强学习等核心技术，研发了一套机器人操作系统。,陈兆芃 创始人 陈兆芃，思灵机器人创始人。德国宇航中心模块化机器人实验室副主任，全面负责德宇航多个型号机器人的研发。 
2021-01-26,擎朗智能,智能硬件,战略投资,未透露,饿了么,280000,智能硬件、机器人、机器人,上海擎朗智能科技有限公司(KEENON)是一家致力于为全球企业提供智慧无人配送解决方案的人工智能企业。公司成立于2010年，总部位于上海，并在全国设立56个营销运营中心，通过应用先进的智能服务机器人和人工智能技术，打造高效、稳定、可靠、实用的解决方案，帮助全球各行业的企业提升服务效率，实现智能化升级。目前，公司服务客户覆盖餐饮、医疗、酒店、场馆、商务办公、社区养老、机场等场景。凭借稳定可靠的产品、丰富的全球项目经验、加上高效优质的售后服务，擎朗智能已成为海底捞、全聚德、荣小馆、大渝火锅、点都德、广州酒家、必胜客等众多国内外知名品牌的合作伙伴。,李通 CEO 李通，为上海擎朗智能科技有限公司的创始人&CEO。2007年10月至2008年12月，加入微软亚洲工程院Incubation Team，负责机器人OS - ROBOTICS STUDIO部分系统开发和WINCE嵌入式系统项目FONE+软件开发。上海广茂达伙伴机器人有限公司教育机器人研发部经理，开发的教育机器人共销售近5千台。华中科技大学本科、硕士。 
2021-01-26,橙子自动化,智能硬件,B+轮,1亿人民币,云晖资本,50000,智能硬件、消费电子、机器人,橙子自动化是一家专注于精密贴装和微针测试工艺技术研发、应用的高新技术企业，为3C电子、汽车电子、医疗电子、半导体行业终端客户提供标准自动化产品和柔性生产线整体解决方案，并通过数据采集、数据分析为客户提供全生命周期的工业服务。,邵勇锋 董事长兼总经理 7年系统集成经验，并有着丰富的管理经验。 
2021-01-26,盈连科技,智能硬件,Pre-A轮,未透露,万物为,10000,智能硬件、机器人、机器人,盈连科技是一家机器人力控技术研发商，专注于机器触觉感知控制系统及力控解决方案的研发，主要通过对传统打磨机器人柔性改造，赋予工业机器人精细化打磨工艺。盈连科技自主研发了力位柔顺补偿器和其配套的力控打磨设备，该补偿器安装于CNC机床或六轴机械臂等末端，只需十分钟安装，便可让机器人自身具备了误差补偿和打磨功能。,张欢 总经理 张欢，盈连科技总经理。 
2021-01-22,CurveRobot曲线智能,智能硬件,A+轮,数千万人民币,欧瑞,15000,智能硬件、机器人、机器人,CurveRobot致力于将智能赋予工业机器人。五年来，专注于机器人喷涂领域的技术创新，潜心研发机器人无示教免编程机器人系统，利用3D视觉、AI技术、机器人仿真等技术，整合优势为客户提供最值得信赖的产品与增值服务，为客户排忧解难。工业机器人解决方案已经在木门、木窗、钣金、汽车等多个领域落地应用，目前公司拥有12项专利，32项软著。,钱鑫 创始人 钱鑫，CurveRobot创始人。2005-2013年在机器人四大品牌之一的日本安川电机任职，8年间职位从技术研发做到市场推广，对于机器人技术和市场都积累了深厚经验，2013年独立创业并成为安川机器人系统集成商，2016年开始组建CurveRobot团队。 
